instance,size,init_w1,init_w2,init_w3,init_w4,init_p,sol_cost,sol_prize,sol_penalty,timelimit,runtime,timeout,in_seq,out_seq,pref_w1,pref_w2,pref_w3,pref_w4,pref_p
../../instances/pctsp/size_10/data_59.txt,10,3,55,39,3,40,8186,6428,10920,60,0.01,0,0-4-3-6-7,1-2-5-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_60.txt,10,3,55,39,3,40,8856,9070,12180,60,0.02,0,1-6-0-5-2-8,3-4-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_61.txt,10,3,55,39,3,40,11810,14396,12840,60,0.02,0,9-4-8-0-1-6-3-7,2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_62.txt,10,3,55,39,3,40,2590,6681,15420,60,0.03,0,3-6-8-5,0-1-2-4-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_63.txt,10,3,55,39,3,40,8189,10625,8160,60,0.01,0,2-9-4-6-7-0-8,1-3-5,8,19,51,22,60
../../instances/pctsp/size_10/data_64.txt,10,3,55,39,3,40,17052,13502,14340,60,0.03,0,3-4-2-7-8-9-5-0,1-6,8,19,51,22,60
../../instances/pctsp/size_10/data_65.txt,10,3,55,39,3,40,18518,15842,8880,60,0.03,0,9-1-6-3-4-8-2-7-0,5,8,19,51,22,60
../../instances/pctsp/size_10/data_66.txt,10,3,55,39,3,40,19019,14172,16740,60,0.02,0,1-7-0-8-2-4-6-5,3-9,8,19,51,22,60
../../instances/pctsp/size_10/data_67.txt,10,3,55,39,3,40,8119,7951,35460,60,0.02,0,2-9-7-3-6,0-1-4-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_68.txt,10,3,55,39,3,40,21676,15482,8760,60,0.02,0,8-0-3-4-6-1-9-7-5,2,8,19,51,22,60
../../instances/pctsp/size_10/data_69.txt,10,3,55,39,3,40,14965,14333,3240,60,0.02,0,1-8-4-6-2-9-5-0-7,3,8,19,51,22,60
../../instances/pctsp/size_10/data_70.txt,10,3,55,39,3,40,12594,12470,23760,60,0.03,0,9-6-2-1-3-0-5,4-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_71.txt,10,3,55,39,3,40,18998,14640,8760,60,0.01,0,1-0-7-2-6-9-8-5-4,3,8,19,51,22,60
../../instances/pctsp/size_10/data_72.txt,10,3,55,39,3,40,20919,15516,8640,60,0.03,0,7-3-1-2-9-6-8-0-5,4,8,19,51,22,60
../../instances/pctsp/size_10/data_73.txt,10,3,55,39,3,40,4020,6021,16500,60,0.02,0,4-9-6-2,0-1-3-5-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_74.txt,10,3,55,39,3,40,6546,6380,18060,60,0.02,0,3-1-8-4,0-2-5-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_75.txt,10,3,55,39,3,40,24342,15152,9180,60,0.02,0,1-7-2-4-6-0-5-3-9,8,8,19,51,22,60
../../instances/pctsp/size_10/data_76.txt,10,3,55,39,3,40,6424,9559,10740,60,0.02,0,6-8-0-1-4-2,3-5-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_77.txt,10,3,55,39,3,40,7962,7951,19020,60,0.02,0,0-8-9-6-7,1-2-3-4-5,8,19,51,22,60
../../instances/pctsp/size_10/data_78.txt,10,3,55,39,3,40,9482,11159,8340,60,0.01,0,5-0-9-4-7-8-3,1-2-6,8,19,51,22,60
../../instances/pctsp/size_10/data_79.txt,10,3,55,39,3,40,23068,13254,15720,60,0.02,0,7-3-4-8-2-1-0-9,5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_80.txt,10,3,55,39,3,40,13482,11356,12180,60,0.02,0,2-9-0-5-4-8-6,1-3-7,8,19,51,22,60
../../instances/pctsp/size_10/data_81.txt,10,3,55,39,3,40,14421,14059,11220,60,0.02,0,9-7-8-0-4-5-2-1,3-6,8,19,51,22,60
../../instances/pctsp/size_10/data_82.txt,10,3,55,39,3,40,19013,15559,7020,60,0.03,0,7-3-5-9-1-8-4-2-0,6,8,19,51,22,60
../../instances/pctsp/size_10/data_83.txt,10,3,55,39,3,40,5880,7724,13800,60,0.02,0,3-4-8-1-2,0-5-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_84.txt,10,3,55,39,3,40,8985,9549,6120,60,0.02,0,8-1-7-5-4-6-9,0-2-3,8,19,51,22,60
../../instances/pctsp/size_10/data_85.txt,10,3,55,39,3,40,2807,11193,7200,60,0.03,0,1-3-6-8-7-4-9,0-2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_86.txt,10,3,55,39,3,40,24261,15751,9120,60,0.02,0,7-1-3-9-6-5-2-0-4,8,8,19,51,22,60
../../instances/pctsp/size_10/data_87.txt,10,3,55,39,3,40,15800,16090,10380,60,0.02,0,4-6-9-5-8-7-3-0-1,2,8,19,51,22,60
../../instances/pctsp/size_10/data_88.txt,10,3,55,39,3,40,3196,5322,11940,60,0.02,0,4-2-5-9,0-1-3-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_89.txt,10,3,55,39,3,40,9094,8541,13380,60,0.02,0,3-1-4-9-5-8,0-2-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_90.txt,10,3,55,39,3,40,392,4396,16320,60,0.02,0,0-5-7,1-2-3-4-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_91.txt,10,3,55,39,3,40,40260,14527,12780,60,0.01,0,6-9-7-4-0-2-1-3-5,8,8,19,51,22,60
../../instances/pctsp/size_10/data_92.txt,10,3,55,39,3,40,3722,5709,19320,60,0.02,0,5-6-0-8,1-2-3-4-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_93.txt,10,3,55,39,3,40,40788,13584,6480,60,0.02,0,0-8-2-3-7-4-9-1-6,5,8,19,51,22,60
../../instances/pctsp/size_10/data_94.txt,10,3,55,39,3,40,13713,11524,18480,60,0.03,0,7-0-3-9-5-4-6,1-2-8,8,19,51,22,60
../../instances/pctsp/size_10/data_95.txt,10,3,55,39,3,40,11668,10109,9180,60,0.01,0,5-7-1-2-6-9-0,3-4-8,8,19,51,22,60
../../instances/pctsp/size_10/data_96.txt,10,3,55,39,3,40,7146,9302,9480,60,0.02,0,1-4-5-8-2-7,0-3-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_97.txt,10,3,55,39,3,40,6844,8292,13740,60,0.02,0,4-1-5-0-9-8,2-3-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_98.txt,10,3,55,39,3,40,5620,7776,11760,60,0.02,0,9-0-5-6-4,1-2-3-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_99.txt,10,3,55,39,3,40,12928,7599,16500,60,0.02,0,2-8-3-5-6-9,0-1-4-7,8,19,51,22,60
../../instances/pctsp/size_10/data_100.txt,10,3,55,39,3,40,8126,10741,9180,60,0.02,0,1-3-9-7-6-2-4,0-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_101.txt,10,3,55,39,3,40,18834,13276,11940,60,0.01,0,1-6-8-2-0-5-3-7,4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_102.txt,10,3,55,39,3,40,14230,11602,26700,60,0.02,0,4-5-2-3-7-0-1,6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_103.txt,10,3,55,39,3,40,22776,15448,9300,60,0.03,0,1-9-4-0-3-5-8-7-2,6,8,19,51,22,60
../../instances/pctsp/size_10/data_104.txt,10,3,55,39,3,40,8814,8979,10080,60,0.02,0,6-1-2-8-5-7,0-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_105.txt,10,3,55,39,3,40,2924,6323,19920,60,0.03,0,8-4-7-5,0-1-2-3-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_106.txt,10,3,55,39,3,40,27995,14468,14100,60,0.02,0,5-4-1-9-2-7-3-6-8,0,8,19,51,22,60
../../instances/pctsp/size_10/data_107.txt,10,3,55,39,3,40,3635,4892,14880,60,0.02,0,3-2-9-4,0-1-5-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_108.txt,10,3,55,39,3,40,5297,7971,14820,60,0.02,0,0-9-8-1-3,2-4-5-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_109.txt,10,3,55,39,3,40,17698,12095,24420,60,0.02,0,5-2-6-0-7-9-3,1-4-8,8,19,51,22,60
../../instances/pctsp/size_10/data_110.txt,10,3,55,39,3,40,16768,13799,16560,60,0.03,0,2-3-4-5-0-8-7-9,1-6,8,19,51,22,60
../../instances/pctsp/size_10/data_111.txt,10,3,55,39,3,40,6472,9329,10440,60,0.02,0,2-1-7-6-8-3,0-4-5-9,8,19,51,22,60
../../instances/pctsp/size_10/data_112.txt,10,3,55,39,3,40,17927,13871,12120,60,0.02,0,7-0-4-9-2-5-3-1,6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_113.txt,10,3,55,39,3,40,17220,16235,9540,60,0.02,0,8-4-6-9-5-1-3-0-7,2,8,19,51,22,60
../../instances/pctsp/size_10/data_114.txt,10,3,55,39,3,40,9029,10534,6900,60,0.03,0,9-0-7-4-3-5-6,1-2-8,8,19,51,22,60
../../instances/pctsp/size_10/data_115.txt,10,3,55,39,3,40,20478,15218,9000,60,0.02,0,5-4-3-1-8-9-0-6-7,2,8,19,51,22,60
../../instances/pctsp/size_10/data_116.txt,10,3,55,39,3,40,7892,8604,8760,60,0.02,0,8-7-1-2-6-5,0-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_117.txt,10,3,55,39,3,40,5267,7423,13200,60,0.02,0,1-8-7-5-6,0-2-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_118.txt,10,3,55,39,3,40,11227,13866,17100,60,0.02,0,9-0-5-8-3-6-1-2,4-7,8,19,51,22,60
../../instances/pctsp/size_10/data_119.txt,10,3,55,39,3,40,10688,12826,6240,60,0.01,0,1-4-6-5-7-9-0-2,3-8,8,19,51,22,60
../../instances/pctsp/size_10/data_120.txt,10,3,55,39,3,40,5506,9740,12120,60,0.03,0,1-6-2-4-3-7,0-5-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_121.txt,10,3,55,39,3,40,28686,13910,26160,60,0.03,0,7-2-5-1-3-9-0-4,6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_122.txt,10,3,55,39,3,40,11284,6941,20040,60,0.01,0,0-1-6-7-3,2-4-5-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_123.txt,10,3,55,39,3,40,13138,7827,12660,60,0.02,0,2-0-3-7-6-5,1-4-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_124.txt,10,3,55,39,3,40,10372,7724,19740,60,0.02,0,9-3-0-5-7,1-2-4-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_125.txt,10,3,55,39,3,40,10336,9605,15420,60,0.03,0,5-0-8-3-4-9,1-2-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_126.txt,10,3,55,39,3,40,7463,12404,10500,60,0.03,0,7-6-8-0-9-3-4,1-2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_127.txt,10,3,55,39,3,40,17050,11091,16260,60,0.02,0,4-3-0-2-8-9-6,1-5-7,8,19,51,22,60
../../instances/pctsp/size_10/data_128.txt,10,3,55,39,3,40,7730,8906,12360,60,0.03,0,5-6-1-2-7-3,0-4-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_129.txt,10,3,55,39,3,40,2796,5984,15240,60,0.02,0,9-1-2-7,0-3-4-5-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_130.txt,10,3,55,39,3,40,7415,5938,10380,60,0.02,0,2-1-6-9-7,0-3-4-5-8,8,19,51,22,60
../../instances/pctsp/size_10/data_131.txt,10,3,55,39,3,40,9787,13554,11580,60,0.02,0,1-6-7-2-0-9-5-4,3-8,8,19,51,22,60
../../instances/pctsp/size_10/data_132.txt,10,3,55,39,3,40,4912,7486,15060,60,0.02,0,8-9-2-1-7,0-3-4-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_133.txt,10,3,55,39,3,40,7914,7118,16140,60,0.02,0,9-8-1-2-3,0-4-5-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_134.txt,10,3,55,39,3,40,10008,10732,7200,60,0.01,0,9-8-4-0-6-3-7,1-2-5,8,19,51,22,60
../../instances/pctsp/size_10/data_135.txt,10,3,55,39,3,40,13045,11301,14700,60,0.03,0,5-8-4-6-3-1-9,0-2-7,8,19,51,22,60
../../instances/pctsp/size_10/data_136.txt,10,3,55,39,3,40,11160,11505,14460,60,0.01,0,9-5-0-2-7-6-8,1-3-4,8,19,51,22,60
../../instances/pctsp/size_10/data_137.txt,10,3,55,39,3,40,19790,11670,16140,60,0.02,0,2-4-5-3-1-8-7,0-6-9,8,19,51,22,60
../../instances/pctsp/size_10/data_138.txt,10,3,55,39,3,40,2522,6822,13260,60,0.02,0,8-6-0-1,2-3-4-5-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_139.txt,10,3,55,39,3,40,6902,10555,13200,60,0.02,0,8-7-5-6-2-0,1-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_140.txt,10,3,55,39,3,40,13004,7328,20880,60,0.02,0,7-4-0-9-1,2-3-5-6-8,8,19,51,22,60
../../instances/pctsp/size_10/data_141.txt,10,3,55,39,3,40,10360,10505,24660,60,0.02,0,3-8-6-1-5-0,2-4-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_142.txt,10,3,55,39,3,40,5571,7952,13860,60,0.02,0,5-2-8-3-0,1-4-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_143.txt,10,3,55,39,3,40,1493,5827,15540,60,0.02,0,3-1-4-2,0-5-6-7-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_144.txt,10,3,55,39,3,40,8231,7665,11160,60,0.01,0,0-6-2-7-8-9,1-3-4-5,8,19,51,22,60
../../instances/pctsp/size_10/data_145.txt,10,3,55,39,3,40,10729,12210,18840,60,0.02,0,2-9-5-0-6-7-1,3-4-8,8,19,51,22,60
../../instances/pctsp/size_10/data_146.txt,10,3,55,39,3,40,7262,10544,22440,60,0.03,0,1-6-7-0-5-8,2-3-4-9,8,19,51,22,60
../../instances/pctsp/size_10/data_147.txt,10,3,55,39,3,40,8944,11288,7860,60,0.02,0,8-9-2-3-1-5-0,4-6-7,8,19,51,22,60
../../instances/pctsp/size_10/data_148.txt,10,3,55,39,3,40,6668,12196,12720,60,0.03,0,4-9-1-2-0-8-6,3-5-7,8,19,51,22,60
../../instances/pctsp/size_10/data_149.txt,10,3,55,39,3,40,17993,15983,8460,60,0.01,0,3-6-9-0-7-5-4-2-1,8,8,19,51,22,60
../../instances/pctsp/size_10/data_150.txt,10,3,55,39,3,40,2997,4643,18120,60,0.02,0,8-0-4,1-2-3-5-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_151.txt,10,3,55,39,3,40,5657,10076,11400,60,0.02,0,0-8-7-5-1-9,2-3-4-6,8,19,51,22,60
../../instances/pctsp/size_10/data_152.txt,10,3,55,39,3,40,12551,11875,18300,60,0.01,0,6-5-9-7-3-1-4,0-2-8,8,19,51,22,60
../../instances/pctsp/size_10/data_153.txt,10,3,55,39,3,40,5620,5421,13740,60,0.03,0,8-7-1-9,0-2-3-4-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_154.txt,10,3,55,39,3,40,13852,12173,22080,60,0.01,0,6-8-9-0-7-1-4,2-3-5,8,19,51,22,60
../../instances/pctsp/size_10/data_155.txt,10,3,55,39,3,40,14560,14119,17100,60,0.02,0,1-0-4-5-6-2-9-3,7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_156.txt,10,3,55,39,3,40,8363,9782,14760,60,0.01,0,2-3-1-6-7-0,4-5-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_157.txt,10,3,55,39,3,40,7275,6912,13200,60,0.02,0,1-5-6-0-8,2-3-4-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_158.txt,10,3,55,39,3,40,9987,12002,4620,60,0.03,0,0-9-1-5-2-6-3-8,4-7,8,19,51,22,60
../../instances/pctsp/size_10/data_159.txt,10,3,55,39,3,40,15828,16035,8700,60,0.03,0,7-3-4-2-0-6-1-5-9,8,8,19,51,22,60
../../instances/pctsp/size_10/data_160.txt,10,3,55,39,3,40,16552,11860,22560,60,0.02,0,0-3-1-7-5-6-4,2-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_161.txt,10,3,55,39,3,40,12986,9917,21900,60,0.02,0,4-6-7-3-1-2,0-5-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_162.txt,10,3,55,39,3,40,8958,9217,11940,60,0.02,0,8-0-7-3-9-1,2-4-5-6,8,19,51,22,60
../../instances/pctsp/size_10/data_163.txt,10,3,55,39,3,40,5991,10431,21060,60,0.02,0,2-0-7-5-1-4,3-6-8-9,8,19,51,22,60
../../instances/pctsp/size_10/data_164.txt,10,3,55,39,3,40,18678,13764,17520,60,0.03,0,4-5-1-7-8-0-2-9,3-6,8,19,51,22,60
../../instances/pctsp/size_10/data_165.txt,10,3,55,39,3,40,5171,7961,15480,60,0.03,0,2-5-3-9-0,1-4-6-7-8,8,19,51,22,60
../../instances/pctsp/size_10/data_166.txt,10,3,55,39,3,40,10567,9661,10860,60,0.02,0,4-3-5-8-6-2-9,0-1-7,8,19,51,22,60
../../instances/pctsp/size_10/data_167.txt,10,3,55,39,3,40,11641,9753,20520,60,0.01,0,6-0-8-4-5-7,1-2-3-9,8,19,51,22,60
../../instances/pctsp/size_10/data_168.txt,10,3,55,39,3,40,7001,7892,20340,60,0.02,0,8-5-2-4-1,0-3-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_169.txt,10,3,55,39,3,40,26270,15026,8040,60,0.02,0,7-0-3-2-6-1-9-4-5,8,8,19,51,22,60
../../instances/pctsp/size_10/data_170.txt,10,3,55,39,3,40,5433,8225,13860,60,0.02,0,1-5-3-8-4,0-2-6-7-9,8,19,51,22,60
../../instances/pctsp/size_10/data_171.txt,10,3,55,39,3,40,8592,11009,4380,60,0.01,0,3-4-2-1-8-9-5-7,0-6,8,19,51,22,60
../../instances/pctsp/size_10/data_172.txt,10,3,55,39,3,40,4948,7593,11100,60,0.02,0,1-3-2-5-0,4-6-7-8-9,8,19,51,22,60
